_id,uid,timestamp,brightness
68afe00d6ce213cee766af27,test004,1756353602.0,0.4
68afe00d6ce213cee766af28,test004,1756353612.0,0.0
68afe00d6ce213cee766af29,test004,1756353613.0,0.4
68afe00d6ce213cee766af2a,test004,1756353619.0,0.0
68afe00d6ce213cee766af2b,test004,1756353624.0,0.4
68afe00d6ce213cee766af39,test004,1756353625.0,0.0
68afe00d6ce213cee766af3a,test004,1756353628.0,0.4
68afe00d6ce213cee766af3b,test004,1756353634.0,0.0
68afe00d6ce213cee766af3c,test004,1756353646.0,0.2
68afe00d6ce213cee766af3d,test004,1756353650.0,0.3
68afe00d6ce213cee766af3f,test004,1756353671.0,0.25
68afe00d6ce213cee766af40,test004,1756353673.0,0.3
68afe00d6ce213cee766af41,test004,1756353674.0,0.0
68afe00d6ce213cee766af42,test004,1756353677.0,0.15
68afe00d6ce213cee766af43,test004,1756353678.0,0.0
68afe00d6ce213cee766af49,test004,1756353716.0,0.45
68afe00d6ce213cee766af4a,test004,1756353762.0,0.0
68afe00d6ce213cee766af4b,test004,1756353776.0,0.4
68afe00d6ce213cee766af4c,test004,1756353784.0,0.0
68afe00d6ce213cee766af4d,test004,1756354259.0,0.3
68afe00d6ce213cee766af4e,test004,1756354261.0,0.4
68afe00d6ce213cee766af6b,test004,1756354339.0,0.0
68afe00d6ce213cee766af6c,test004,1756354341.0,0.4
68afe00d6ce213cee766af6d,test004,1756354364.0,0.0
68afe00d6ce213cee766af6e,test004,1756354368.0,0.05
68afe00d6ce213cee766af95,test004,1756355950.0,0.25
68afe00d6ce213cee766af96,test004,1756355964.0,0.15
68afe00d6ce213cee766af97,test004,1756355970.0,0.25
68afe00d6ce213cee766af98,test004,1756355972.0,0.3
68afe00d6ce213cee766af99,test004,1756355979.0,0.25
68afe00d6ce213cee766af9a,test004,1756355985.0,0.15
68afe00d6ce213cee766af9b,test004,1756355990.0,0.25
68afe00d6ce213cee766af9c,test004,1756355992.0,0.3
68afe00d6ce213cee766af9d,test004,1756355999.0,0.25
68afe00d6ce213cee766af9e,test004,1756356006.0,0.15
68afe00d6ce213cee766af9f,test004,1756356010.0,0.1
68afe00d6ce213cee766afa0,test004,1756356011.0,0.15
68afe00d6ce213cee766afa1,test004,1756356013.0,0.25
68afe00d6ce213cee766afa3,test004,1756356023.0,0.25
68afe00d6ce213cee766afa4,test004,1756356029.0,0.15
68afe00d6ce213cee766afa5,test004,1756356031.0,0.25
68afe00d6ce213cee766afa6,test004,1756356032.0,0.3
68afe00d6ce213cee766afa7,test004,1756356042.0,0.25
68afe00d6ce213cee766afa8,test004,1756356043.0,0.0
68afe253c6cec652f47f7df8,test004,1756356217.0,0.05
68afe253c6cec652f47f7dfb,test004,1756356218.0,0.25
68afe7069dd923b91ffdc74f,test004,1756356744.0,0.35
68afe7069dd923b91ffdc750,test004,1756356747.0,0.4
68afe7069dd923b91ffdc751,test004,1756356756.0,0.35
68afe7069dd923b91ffdc752,test004,1756356764.0,0.4
68afe7069dd923b91ffdc772,test004,1756357452.0,0.35
68afe7069dd923b91ffdc773,test004,1756357456.0,0.25
68afe7069dd923b91ffdc774,test004,1756357457.0,0.3
68afe7069dd923b91ffdc775,test004,1756357460.0,0.4
68afe7069dd923b91ffdc776,test004,1756357489.0,0.0
68afe7069dd923b91ffdc777,test004,1756357514.0,0.4
68afe95baa12a9a2e2a833d6,test004,1756357942.0,0.0
68aff5155928c2e13e959a2c,test004,1756361026.0,0.4
68aff5155928c2e13e959a2d,test004,1756361051.0,0.0
68affc1de0eab137e5009dd3,test004,1756362490.0,0.4
68affc1de0eab137e5009dd4,test004,1756362582.0,0.0
68affc1de0eab137e5009de0,test004,1756362756.0,0.4
68affc1de0eab137e5009de1,test004,1756363033.0,0.35
68affc1de0eab137e5009de2,test004,1756363037.0,0.25
68affc1de0eab137e5009de3,test004,1756363043.0,0.15
68affc1de0eab137e5009de4,test004,1756363047.0,0.1
68affc1de0eab137e5009de5,test004,1756363053.0,0.05
68affc1de0eab137e5009de6,test004,1756363062.0,0.0
68b0390d5e491c3a87fce2ec,test004,1756378879.0,0.05
68b03dbcb4a4924a619135c5,test004,1756378885.0,0.0
68b04014f7aea397a8667bed,test004,1756379948.0,0.05
68b04014f7aea397a8667bee,test004,1756379954.0,0.0
68b044c47064f360347fdfaa,test004,1756380971.0,0.05
68b044c47064f360347fdfab,test004,1756380973.0,0.1
68b044c47064f360347fdfac,test004,1756380977.0,0.0
68b044c47064f360347fdfad,test004,1756381233.0,0.05
68b044c47064f360347fdfae,test004,1756381236.0,0.1
68b044c47064f360347fdfaf,test004,1756381240.0,0.0
68b0471cc3cfd757bd36bd2d,test004,1756381321.0,0.05
68b0471cc3cfd757bd36bd2e,test004,1756381323.0,0.1
68b0471cc3cfd757bd36bd2f,test004,1756381327.0,0.0
68b0471cc3cfd757bd36bd38,test004,1756381947.0,0.1
68b0471cc3cfd757bd36bd39,test004,1756381953.0,0.0
68b04bcc391f35a011c6df46,test004,1756382505.0,0.1
68b04bcc391f35a011c6df47,test004,1756382511.0,0.0
68b04e23fa7482096af70f5a,test004,1756384004.0,0.1
68b04e23fa7482096af70f5b,test004,1756384010.0,0.0
68b04e23fa7482096af70f5c,test004,1756384103.0,0.1
68b04e23fa7482096af70f5d,test004,1756384110.0,0.0
68b04e23fa7482096af70f5e,test004,1756384148.0,0.1
68b04e23fa7482096af70f5f,test004,1756384154.0,0.0
68b04e23fa7482096af70f60,test004,1756384263.0,0.1
68b04e23fa7482096af70f61,test004,1756384269.0,0.0
68b052d54699af93828408e2,test004,1756385074.0,0.1
68b052d54699af93828408e3,test004,1756385081.0,0.0
68b052d54699af93828408e4,test004,1756385355.0,0.1
68b052d54699af93828408e5,test004,1756385361.0,0.0
68b05785bccebfa70562ac1f,test004,1756385494.0,0.1
68b05785bccebfa70562ac20,test004,1756385500.0,0.0
68b05785bccebfa70562ac21,test004,1756385505.0,0.1
68b05785bccebfa70562ac22,test004,1756385511.0,0.0
68b05785bccebfa70562ac23,test004,1756385535.0,0.1
68b05785bccebfa70562ac24,test004,1756385541.0,0.0
68b05785bccebfa70562ac25,test004,1756385570.0,0.1
68b05785bccebfa70562ac26,test004,1756385576.0,0.0
68b05785bccebfa70562ac27,test004,1756385691.0,0.1
68b05785bccebfa70562ac28,test004,1756385697.0,0.0
68b05785bccebfa70562ac29,test004,1756385716.0,0.1
68b05785bccebfa70562ac2a,test004,1756385722.0,0.0
68b05785bccebfa70562ac2b,test004,1756385738.0,0.1
68b05785bccebfa70562ac2c,test004,1756385744.0,0.0
68b05785bccebfa70562ac2d,test004,1756385758.0,0.1
68b05785bccebfa70562ac2e,test004,1756385764.0,0.0
68b05785bccebfa70562ac2f,test004,1756385818.0,0.1
68b05785bccebfa70562ac30,test004,1756385824.0,0.0
68b05785bccebfa70562ac31,test004,1756385982.0,0.1
68b05785bccebfa70562ac32,test004,1756385985.0,0.15
68b05785bccebfa70562ac33,test004,1756385989.0,0.0
68b05785bccebfa70562ac51,test004,1756386396.0,0.15
68b05785bccebfa70562ac52,test004,1756386402.0,0.0
68b05785bccebfa70562ac53,test004,1756386412.0,0.15
68b05785bccebfa70562ac54,test004,1756386418.0,0.0
68b05785bccebfa70562ac55,test004,1756386534.0,0.15
68b05785bccebfa70562ac56,test004,1756386540.0,0.0
68b059dcecc0693f5ff8fec7,test004,1756386825.0,0.15
68b059dcecc0693f5ff8fec8,test004,1756386831.0,0.0
68b059dcecc0693f5ff8fec9,test004,1756386914.0,0.15
68b059dcecc0693f5ff8feca,test004,1756386920.0,0.0
68b05e8d2053b253077179ca,test004,1756387326.0,0.15
68b05e8d2053b253077179cb,test004,1756387332.0,0.0
68b05e8d2053b253077179cc,test004,1756387881.0,0.15
68b05e8d2053b253077179df,test004,1756387887.0,0.0
68b05e8d2053b253077179e0,test004,1756388080.0,0.15
68b05e8d2053b253077179e1,test004,1756388086.0,0.0
68b05e8d2053b253077179e2,test004,1756388316.0,0.15
68b05e8d2053b253077179e3,test004,1756388322.0,0.0
68b060e4e1650c06225841bd,test004,1756388704.0,0.15
68b060e4e1650c06225841be,test004,1756388710.0,0.0
68b060e4e1650c06225841bf,test004,1756388719.0,0.15
68b060e4e1650c06225841c0,test004,1756388725.0,0.0
68b060e4e1650c06225841c1,test004,1756388902.0,0.15
68b060e4e1650c06225841c2,test004,1756388908.0,0.0
68b060e4e1650c06225841c3,test004,1756388944.0,0.15
68b060e4e1650c06225841c4,test004,1756388950.0,0.0
68b060e4e1650c06225841c5,test004,1756389068.0,0.15
68b060e4e1650c06225841c6,test004,1756389074.0,0.0
68b065953b1dbfac6485a16b,test004,1756389142.0,0.15
68b065953b1dbfac6485a16c,test004,1756389148.0,0.0
68b065953b1dbfac6485a16d,test004,1756389596.0,0.15
68b065953b1dbfac6485a16e,test004,1756389602.0,0.0
68b065953b1dbfac6485a16f,test004,1756389664.0,0.15
68b065953b1dbfac6485a170,test004,1756389670.0,0.0
68b065953b1dbfac6485a184,test004,1756389716.0,0.15
68b065953b1dbfac6485a185,test004,1756389722.0,0.0
68b065953b1dbfac6485a186,test004,1756390138.0,0.2
68b065953b1dbfac6485a187,test004,1756390144.0,0.0
68b065953b1dbfac6485a188,test004,1756390261.0,0.15
68b065953b1dbfac6485a189,test004,1756390276.0,0.0
68b067ebde820be956fc091b,test004,1756390329.0,0.2
68b067ebde820be956fc091c,test004,1756390339.0,0.0
68b067ebde820be956fc091d,test004,1756390479.0,0.2
68b067ebde820be956fc091e,test004,1756390489.0,0.0
68b06c9cec84d468deec38b7,test004,1756391728.0,0.2
68b06c9cec84d468deec38b8,test004,1756391738.0,0.0
68b06c9cec84d468deec38b9,test004,1756391891.0,0.2
68b06c9cec84d468deec38ba,test004,1756391901.0,0.0
68b06c9cec84d468deec38bb,test004,1756391902.0,0.2
68b06c9cec84d468deec38bc,test004,1756391912.0,0.0
68b06ef7018cd9dd625badee,test004,1756392100.0,0.2
68b06ef7018cd9dd625badef,test004,1756392110.0,0.0
68b06ef7018cd9dd625badf0,test004,1756392132.0,0.2
68b06ef7018cd9dd625badf1,test004,1756392142.0,0.0
68b06ef7018cd9dd625badf2,test004,1756392182.0,0.2
68b06ef7018cd9dd625badf3,test004,1756392192.0,0.0
68b06ef7018cd9dd625badf4,test004,1756392210.0,0.2
68b06ef7018cd9dd625badf5,test004,1756392220.0,0.0
68b073a5ebd8e81047c84840,test004,1756393420.0,0.2
68b073a5ebd8e81047c84841,test004,1756393430.0,0.0
68b073a5ebd8e81047c84842,test004,1756393547.0,0.2
68b073a5ebd8e81047c84843,test004,1756393557.0,0.0
68b073a5ebd8e81047c84844,test004,1756393779.0,0.2
68b073a5ebd8e81047c84845,test004,1756393789.0,0.0
68b075fb7857c286823ac58d,test004,1756394242.0,0.05
68b075fb7857c286823ac58e,test004,1756394243.0,0.1
68b075fb7857c286823ac58f,test004,1756394244.0,0.15
68b07aad8dcc107e6b69b32f,test004,1756394596.0,0.0
68b07aad8dcc107e6b69b330,test004,1756394609.0,0.15
68b07aad8dcc107e6b69b331,test004,1756394944.0,0.25
68b07aad8dcc107e6b69b332,test004,1756394952.0,0.15
68b07aad8dcc107e6b69b333,test004,1756394961.0,0.1
68b07aad8dcc107e6b69b334,test004,1756394972.0,0.15
68b07aad8dcc107e6b69b335,test004,1756394979.0,0.0
68b07aad8dcc107e6b69b336,test004,1756394982.0,0.2
68b07aad8dcc107e6b69b337,test004,1756394990.0,0.0
68b07aad8dcc107e6b69b338,test004,1756395007.0,0.05
68b07aad8dcc107e6b69b339,test004,1756395008.0,0.0
68b07aad8dcc107e6b69b33a,test004,1756395010.0,0.35
68b07aad8dcc107e6b69b33b,test004,1756395011.0,0.4
68b081b516c550625bb509c9,test004,1756397005.0,0.0
68b081b516c550625bb509ca,test004,1756397014.0,0.45
68b081b516c550625bb509cc,test004,1756397015.0,0.4
68b081b516c550625bb509ce,test004,1756397028.0,0.45
68b081b516c550625bb509cf,test004,1756397029.0,0.0
68b081b516c550625bb509d0,test004,1756397031.0,0.4
68b081b516c550625bb509d1,test004,1756397038.0,0.0
68b081b516c550625bb509d2,test004,1756397048.0,0.4
68b0866430ae1a4d7c0aa31b,test004,1756397704.0,0.0
68b0866430ae1a4d7c0aa31d,test004,1756397706.0,0.0
68b0866430ae1a4d7c0aa31e,test004,1756397719.0,0.45
68b0866430ae1a4d7c0aa31f,test004,1756397958.0,0.0
68b0866430ae1a4d7c0aa321,test004,1756397961.0,0.0
68b0866430ae1a4d7c0aa322,test004,1756398033.0,0.4
68b0866430ae1a4d7c0aa349,test004,1756398381.0,0.0
68b088bcb92ca0798597befb,test004,1756398822.0,0.4
68b088bcb92ca0798597befc,test004,1756398877.0,0.0
68b08d6c2e8edf2294af1bb6,test004,1756399375.0,0.4
68b08d6c2e8edf2294af1bb7,test004,1756399378.0,0.0
68b0921bd0f3216b6c3faa10,test004,1756401141.0,0.4
68b0921bd0f3216b6c3faa11,test004,1756401218.0,0.0
68b0a02a5ee88f3ce53ba452,test004,1756404298.0,0.4
68b0a02a5ee88f3ce53ba453,test004,1756404535.0,0.0
68b0a02a5ee88f3ce53ba454,test004,1756404592.0,0.4
68b0a02a5ee88f3ce53ba455,test004,1756404598.0,0.0
68b0a02a5ee88f3ce53ba456,test004,1756404634.0,0.4
68b0a02a5ee88f3ce53ba457,test004,1756404640.0,0.0
68b0a02a5ee88f3ce53ba458,test004,1756404651.0,0.4
68b0a02a5ee88f3ce53ba459,test004,1756404657.0,0.0
68b0a2850c85acded482a976,test004,1756404873.0,0.4
68b0a2850c85acded482a986,test004,1756405344.0,0.0
68b0a2850c85acded482a987,test004,1756405355.0,0.25
68b0a2850c85acded482a988,test004,1756405362.0,0.3
68b0a2850c85acded482a989,test004,1756405366.0,0.4
68b0a733304e5e093ebe56fb,test004,1756406041.0,0.0
68b0a733304e5e093ebe56fc,test004,1756406071.0,0.4
68b0a733304e5e093ebe56fd,test004,1756406091.0,0.0
68b0a733304e5e093ebe56ff,test004,1756406092.0,0.0
68b0a733304e5e093ebe5700,test004,1756406137.0,0.45
68b0a733304e5e093ebe5701,test004,1756406143.0,0.0
68b0a733304e5e093ebe5702,test004,1756406154.0,0.45
68b0a733304e5e093ebe5703,test004,1756406202.0,0.0
68b0a733304e5e093ebe5704,test004,1756406207.0,0.5
68b0a733304e5e093ebe5706,test004,1756406208.0,0.5
68b0a733304e5e093ebe5707,test004,1756406401.0,0.0
68b0a733304e5e093ebe5708,test004,1756406402.0,0.45
68b0a733304e5e093ebe5709,test004,1756406408.0,0.0
68b0a733304e5e093ebe570a,test004,1756406425.0,0.45
68b0a733304e5e093ebe570b,test004,1756406431.0,0.0
68b0a98c31b3e2c479f746ba,test004,1756406560.0,0.45
68b0a98c31b3e2c479f746bb,test004,1756406566.0,0.0
68b0a98c31b3e2c479f746bc,test004,1756407037.0,0.5
68b0a98c31b3e2c479f746bd,test004,1756407043.0,0.0
68b0a98c31b3e2c479f746be,test004,1756407079.0,0.4
68b0a98d31b3e2c479f746e7,test004,1756407214.0,0.0
68b0a98d31b3e2c479f746e8,test004,1756407223.0,0.45
68b0a98d31b3e2c479f746e9,test004,1756407254.0,0.0
68b0a98d31b3e2c479f746ea,test004,1756407546.0,0.5
68b0a98d31b3e2c479f746eb,test004,1756407589.0,0.0
68b0a98d31b3e2c479f746ec,test004,1756407666.0,0.5
68b0a98d31b3e2c479f746ed,test004,1756407672.0,0.0
68b0a98d31b3e2c479f746ee,test004,1756407682.0,0.45
68b0ae3cdd80d39a0fde12b6,test004,1756407683.0,0.0
68b0ae3cdd80d39a0fde12b7,test004,1756407742.0,0.5
68b0ae3cdd80d39a0fde12b8,test004,1756407790.0,0.0
68b0ae3cdd80d39a0fde12b9,test004,1756407841.0,0.5
68b0ae3cdd80d39a0fde12ba,test004,1756407862.0,0.0
68b0ae3cdd80d39a0fde12bb,test004,1756407996.0,0.5
68b0ae3cdd80d39a0fde12bc,test004,1756408009.0,0.0
68b0ae3cdd80d39a0fde12bd,test004,1756408143.0,0.5
68b0ae3cdd80d39a0fde12be,test004,1756408149.0,0.0
68b0b0937d881ffcafec5aab,test004,1756408310.0,0.5
68b0b0937d881ffcafec5aac,test004,1756408316.0,0.0
68b0b0937d881ffcafec5aad,test004,1756408384.0,0.5
68b0b0937d881ffcafec5aae,test004,1756408407.0,0.0
68b0b0937d881ffcafec5aaf,test004,1756408465.0,0.5
68b0b0937d881ffcafec5ab0,test004,1756408474.0,0.0
68b0b0937d881ffcafec5ab1,test004,1756408585.0,0.5
68b0b0937d881ffcafec5ab2,test004,1756408607.0,0.0
68b0b0937d881ffcafec5ab3,test004,1756408613.0,0.5
68b0b0937d881ffcafec5ab4,test004,1756408627.0,0.0
68b0b0937d881ffcafec5ab5,test004,1756408641.0,0.5
68b0b0937d881ffcafec5ab6,test004,1756408647.0,0.0
68b0b0937d881ffcafec5ab7,test004,1756408698.0,0.5
68b0b0937d881ffcafec5ab8,test004,1756408704.0,0.0
68b0b0937d881ffcafec5ab9,test004,1756408782.0,0.5
68b0b0937d881ffcafec5aba,test004,1756408796.0,0.0
68b0b0937d881ffcafec5ade,test004,1756408888.0,0.5
68b0b0937d881ffcafec5adf,test004,1756408936.0,0.0
68b0b0937d881ffcafec5ae0,test004,1756408942.0,0.5
68b0b0937d881ffcafec5ae1,test004,1756408948.0,0.0
68b0b0937d881ffcafec5ae2,test004,1756408950.0,0.5
68b0b0937d881ffcafec5ae3,test004,1756408956.0,0.0
68b0b0937d881ffcafec5ae4,test004,1756409040.0,0.5
68b0b0937d881ffcafec5ae5,test004,1756409046.0,0.0
68b0b0937d881ffcafec5ae6,test004,1756409177.0,0.5
68b0b0937d881ffcafec5ae7,test004,1756409201.0,0.0
68b0b0937d881ffcafec5ae8,test004,1756409318.0,0.5
68b0b0937d881ffcafec5ae9,test004,1756409321.0,0.0
68b0b0937d881ffcafec5aea,test004,1756409465.0,0.5
68b0b0937d881ffcafec5aeb,test004,1756409471.0,0.0
68b0b0937d881ffcafec5aec,test004,1756409481.0,0.5
68b0b5447be4712b13272e14,test004,1756409487.0,0.0
68b0b5447be4712b13272e15,test004,1756409538.0,0.45
68b0b5447be4712b13272e17,test004,1756409569.0,0.0
68b0b5447be4712b13272e18,test004,1756409586.0,0.45
68b0b5447be4712b13272e19,test004,1756409592.0,0.0
68b0b5447be4712b13272e1a,test004,1756409651.0,0.5
68b0b5447be4712b13272e1b,test004,1756409667.0,0.0
68b0b5447be4712b13272e1c,test004,1756409673.0,0.5
68b0b5447be4712b13272e1d,test004,1756409681.0,0.0
68b0b5447be4712b13272e1e,test004,1756409684.0,0.5
68b0b5447be4712b13272e1f,test004,1756409685.0,0.0
68b0b5447be4712b13272e20,test004,1756409692.0,0.5
68b0b5447be4712b13272e21,test004,1756409753.0,0.0
68b0b5447be4712b13272e22,test004,1756409843.0,0.4
68b0b5447be4712b13272e23,test004,1756409846.0,0.0
68b0b5447be4712b13272e24,test004,1756409863.0,0.4
68b0b5447be4712b13272e25,test004,1756409880.0,0.0
68b0b5447be4712b13272e27,test004,1756409895.0,0.0
68b0b5447be4712b13272e28,test004,1756409896.0,0.4
68b0b5447be4712b13272e29,test004,1756409902.0,0.0
68b0b5447be4712b13272e2a,test004,1756409967.0,0.5
68b0b5447be4712b13272e2b,test004,1756409969.0,0.0
68b0b79bcbc4ee7ff1d5a1a4,test004,1756410117.0,0.5
68b0b79bcbc4ee7ff1d5a1a5,test004,1756410151.0,0.0
68b0b79bcbc4ee7ff1d5a1a6,test004,1756410196.0,0.4
68b0b79bcbc4ee7ff1d5a1a7,test004,1756410245.0,0.0
68b0b79bcbc4ee7ff1d5a1a8,test004,1756410348.0,0.5
68b0b79bcbc4ee7ff1d5a1a9,test004,1756410351.0,0.0
68b0b79bcbc4ee7ff1d5a1aa,test004,1756410354.0,0.5
68b0b79bcbc4ee7ff1d5a1ab,test004,1756410360.0,0.0
68b0b79bcbc4ee7ff1d5a1ac,test004,1756410367.0,0.5
68b0b79bcbc4ee7ff1d5a1ad,test004,1756410373.0,0.0
68b0b79bcbc4ee7ff1d5a1ae,test004,1756410382.0,0.5
68b0b79bcbc4ee7ff1d5a1af,test004,1756410388.0,0.0
68b0b79bcbc4ee7ff1d5a1b0,test004,1756410435.0,0.5
68b0b79bcbc4ee7ff1d5a1b1,test004,1756410443.0,0.0
68b0b79bcbc4ee7ff1d5a1b2,test004,1756410506.0,0.5
68b0b79bcbc4ee7ff1d5a1b3,test004,1756410609.0,0.0
68b0b79bcbc4ee7ff1d5a1b4,test004,1756410611.0,0.45
68b0b79bcbc4ee7ff1d5a1b5,test004,1756410612.0,0.0
68b0b79bcbc4ee7ff1d5a1d4,test004,1756410745.0,0.5
68b0b79bcbc4ee7ff1d5a1d5,test004,1756410865.0,0.0
68b0b79bcbc4ee7ff1d5a1d6,test004,1756410872.0,0.5
68b0b79bcbc4ee7ff1d5a1d8,test004,1756410874.0,0.55
68b0b79bcbc4ee7ff1d5a1d9,test004,1756410882.0,0.0
68b0b79bcbc4ee7ff1d5a1da,test004,1756410887.0,0.45
68b0b79bcbc4ee7ff1d5a1db,test004,1756410888.0,0.5
68b0b79bcbc4ee7ff1d5a1dc,test004,1756410990.0,0.0
68b0b79bcbc4ee7ff1d5a1dd,test004,1756411055.0,0.35
68b0b79bcbc4ee7ff1d5a1de,test004,1756411056.0,0.4
68b0b79bcbc4ee7ff1d5a1df,test004,1756411081.0,0.0
68b0b79bcbc4ee7ff1d5a1e0,test004,1756411090.0,0.4
68b0b79bcbc4ee7ff1d5a1e1,test004,1756411126.0,0.0
68b0b79bcbc4ee7ff1d5a1e2,test004,1756411163.0,0.4
68b0b79bcbc4ee7ff1d5a1e3,test004,1756411181.0,0.0
68b0b79bcbc4ee7ff1d5a1e4,test004,1756411209.0,0.45
68b0b79bcbc4ee7ff1d5a1e5,test004,1756411211.0,0.5
68b0b79bcbc4ee7ff1d5a1e6,test004,1756411215.0,0.0
68b0b79bcbc4ee7ff1d5a1e7,test004,1756411227.0,0.5
68b0b79bcbc4ee7ff1d5a219,test004,1756411232.0,0.55
68b0b79bcbc4ee7ff1d5a21a,test004,1756411233.0,0.6
68b0b79bcbc4ee7ff1d5a21b,test004,1756411234.0,0.7
68b0b79bcbc4ee7ff1d5a21c,test004,1756411237.0,0.65
68b0b79bcbc4ee7ff1d5a21d,test004,1756411241.0,0.55
68b0b79bcbc4ee7ff1d5a21e,test004,1756411244.0,0.5
68b0b79bcbc4ee7ff1d5a21f,test004,1756411249.0,0.0
68b0b79bcbc4ee7ff1d5a220,test004,1756411278.0,0.4
68b0b79bcbc4ee7ff1d5a221,test004,1756411280.0,0.0
68b0c356edd31c6378dc8672,test004,1756411311.0,0.45
68b0c356edd31c6378dc8673,test004,1756411398.0,0.0
68b0c356edd31c6378dc8674,test004,1756411447.0,0.45
68b0c356edd31c6378dc8675,test004,1756411464.0,0.0
68b0c356edd31c6378dc8676,test004,1756411476.0,0.45
68b0c356edd31c6378dc8677,test004,1756411497.0,0.0
68b0c356edd31c6378dc8678,test004,1756411622.0,0.35
68b0c356edd31c6378dc8679,test004,1756411623.0,0.0
68b0c356edd31c6378dc867a,test004,1756411624.0,0.35
68b0c356edd31c6378dc867b,test004,1756411626.0,0.0
68b0c356edd31c6378dc867c,test004,1756411660.0,0.45
